record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,source_file,package_session,phase_hint,phase_basis
plants.env,2026-06-30T19:34:59.526Z,2026-06-30 14:34:59.526,7501,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27509,28.46,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:34:59.601Z,2026-06-30 14:34:59.601,7502,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130000,SHT45,sht45,breadboard_near_esp32,ambient_rh,28574,48.50,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:34:59.729Z,2026-06-30 14:34:59.729,7503,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130000,AS7263,as7263,breadboard_near_esp32,nir_610,889,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:34:59.810Z,2026-06-30 14:34:59.810,7504,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130000,AS7263,as7263,breadboard_near_esp32,nir_680,2327,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:34:59.882Z,2026-06-30 14:34:59.882,7505,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130000,AS7263,as7263,breadboard_near_esp32,nir_730,419,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:34:59.970Z,2026-06-30 14:34:59.970,7506,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130000,AS7263,as7263,breadboard_near_esp32,nir_760,1119,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:35:00.049Z,2026-06-30 14:35:00.049,7507,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130000,AS7263,as7263,breadboard_near_esp32,nir_810,2723,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:35:00.128Z,2026-06-30 14:35:00.128,7508,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130000,AS7263,as7263,breadboard_near_esp32,nir_860,3254,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T19:35:00.207Z,2026-06-30 14:35:00.207,7509,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130641,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3167,,,OK,,,,,level=air-dry;role=diag;spread=57;gpio=36,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T19:35:00.283Z,2026-06-30 14:35:00.283,7510,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,3130641,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3176,,,OK,,,,,level=air-dry;role=diag;spread=34;gpio=39,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
