record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,source_file,package_session,phase_hint,phase_basis
plants.env,2026-06-30T21:36:30.200Z,2026-06-30 16:36:30.200,25001,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10420000,AS7263,as7263,breadboard_near_esp32,nir_730,276,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:36:30.285Z,2026-06-30 16:36:30.285,25002,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10420000,AS7263,as7263,breadboard_near_esp32,nir_760,508,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:36:30.358Z,2026-06-30 16:36:30.358,25003,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10420000,AS7263,as7263,breadboard_near_esp32,nir_810,1058,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:36:30.439Z,2026-06-30 16:36:30.439,25004,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10420000,AS7263,as7263,breadboard_near_esp32,nir_860,1277,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T21:36:30.518Z,2026-06-30 16:36:30.518,25005,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10420641,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3151,,,OK,,,,,level=air-dry;role=diag;spread=85;gpio=36,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T21:36:30.600Z,2026-06-30 16:36:30.600,25006,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10420641,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3181,,,OK,,,,,level=air-dry;role=diag;spread=59;gpio=39,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T21:36:30.678Z,2026-06-30 16:36:30.678,25007,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10420641,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3198,,,OK,,,,,level=air-dry;role=diag;spread=31;gpio=34,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T21:36:30.754Z,2026-06-30 16:36:30.754,25008,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10420641,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3139,,,OK,,,,,level=air-dry;role=diag;spread=63;gpio=35,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:36:34.836Z,2026-06-30 16:36:34.836,25009,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10425000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27687,28.93,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:36:34.916Z,2026-06-30 16:36:34.916,25010,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,10425000,SHT45,sht45,breadboard_near_esp32,ambient_rh,29392,50.06,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
