record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,source_file,package_session,phase_hint,phase_basis
plants.env,2026-06-30T22:28:35.342Z,2026-06-30 17:28:35.342,32501,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13545000,AS7263,as7263,breadboard_near_esp32,nir_730,198,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T22:28:35.421Z,2026-06-30 17:28:35.421,32502,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13545000,AS7263,as7263,breadboard_near_esp32,nir_760,277,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T22:28:35.500Z,2026-06-30 17:28:35.500,32503,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13545000,AS7263,as7263,breadboard_near_esp32,nir_810,418,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T22:28:35.580Z,2026-06-30 17:28:35.580,32504,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13545000,AS7263,as7263,breadboard_near_esp32,nir_860,449,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T22:28:35.658Z,2026-06-30 17:28:35.658,32505,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13545641,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3170,,,OK,,,,,level=air-dry;role=diag;spread=68;gpio=36,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T22:28:35.734Z,2026-06-30 17:28:35.734,32506,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13545641,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3182,,,OK,,,,,level=air-dry;role=diag;spread=45;gpio=39,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T22:28:35.811Z,2026-06-30 17:28:35.811,32507,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13545641,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3205,,,OK,,,,,level=air-dry;role=diag;spread=27;gpio=34,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T22:28:35.887Z,2026-06-30 17:28:35.887,32508,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13545641,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3137,,,OK,,,,,level=air-dry;role=diag;spread=50;gpio=35,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T22:28:39.978Z,2026-06-30 17:28:39.978,32509,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13550000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27777,29.17,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T22:28:40.053Z,2026-06-30 17:28:40.053,32510,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,13550000,SHT45,sht45,breadboard_near_esp32,ambient_rh,28855,49.04,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
