record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,source_file,package_session,phase_hint,phase_basis
plants.env,2026-06-30T20:27:04.662Z,2026-06-30 15:27:04.662,15001,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27518,28.48,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:27:04.737Z,2026-06-30 15:27:04.737,15002,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255000,SHT45,sht45,breadboard_near_esp32,ambient_rh,29117,49.54,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:27:04.856Z,2026-06-30 15:27:04.856,15003,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255000,AS7263,as7263,breadboard_near_esp32,nir_610,288,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:27:04.935Z,2026-06-30 15:27:04.935,15004,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255000,AS7263,as7263,breadboard_near_esp32,nir_680,507,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:27:05.015Z,2026-06-30 15:27:05.015,15005,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255000,AS7263,as7263,breadboard_near_esp32,nir_730,134,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:27:05.094Z,2026-06-30 15:27:05.094,15006,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255000,AS7263,as7263,breadboard_near_esp32,nir_760,249,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:27:05.183Z,2026-06-30 15:27:05.183,15007,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255000,AS7263,as7263,breadboard_near_esp32,nir_810,513,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:27:05.254Z,2026-06-30 15:27:05.254,15008,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255000,AS7263,as7263,breadboard_near_esp32,nir_860,592,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:27:05.336Z,2026-06-30 15:27:05.336,15009,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255641,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3169,,,OK,,,,,level=air-dry;role=diag;spread=64;gpio=36,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:27:05.413Z,2026-06-30 15:27:05.413,15010,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,6255641,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3181,,,OK,,,,,level=air-dry;role=diag;spread=26;gpio=39,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
