record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,source_file,package_session,phase_hint,phase_basis
plants.env,2026-06-30T21:19:09.790Z,2026-06-30 16:19:09.790,22501,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27650,28.83,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:09.863Z,2026-06-30 16:19:09.863,22502,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380000,SHT45,sht45,breadboard_near_esp32,ambient_rh,29378,50.03,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:10.002Z,2026-06-30 16:19:10.002,22503,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380000,AS7263,as7263,breadboard_near_esp32,nir_610,474,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:10.081Z,2026-06-30 16:19:10.081,22504,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380000,AS7263,as7263,breadboard_near_esp32,nir_680,971,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:10.160Z,2026-06-30 16:19:10.160,22505,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380000,AS7263,as7263,breadboard_near_esp32,nir_730,289,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:10.239Z,2026-06-30 16:19:10.239,22506,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380000,AS7263,as7263,breadboard_near_esp32,nir_760,517,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:10.318Z,2026-06-30 16:19:10.318,22507,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380000,AS7263,as7263,breadboard_near_esp32,nir_810,966,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:10.398Z,2026-06-30 16:19:10.398,22508,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380000,AS7263,as7263,breadboard_near_esp32,nir_860,1161,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T21:19:10.475Z,2026-06-30 16:19:10.475,22509,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380641,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3149,,,OK,,,,,level=air-dry;role=diag;spread=51;gpio=36,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T21:19:10.551Z,2026-06-30 16:19:10.551,22510,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380641,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3174,,,OK,,,,,level=air-dry;role=diag;spread=46;gpio=39,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T21:19:10.615Z,2026-06-30 16:19:10.615,22511,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380641,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3196,,,OK,,,,,level=air-dry;role=diag;spread=26;gpio=34,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T21:19:10.703Z,2026-06-30 16:19:10.703,22512,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9380641,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3134,,,OK,,,,,level=air-dry;role=diag;spread=59;gpio=35,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:14.787Z,2026-06-30 16:19:14.787,22513,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9385000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27654,28.85,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:14.867Z,2026-06-30 16:19:14.867,22514,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9385000,SHT45,sht45,breadboard_near_esp32,ambient_rh,29363,50.01,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:14.994Z,2026-06-30 16:19:14.994,22515,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9385000,AS7263,as7263,breadboard_near_esp32,nir_610,474,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:15.074Z,2026-06-30 16:19:15.074,22516,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9385000,AS7263,as7263,breadboard_near_esp32,nir_680,971,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T21:19:15.153Z,2026-06-30 16:19:15.153,22517,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,9385000,AS7263,as7263,breadboard_near_esp32,nir_730,289,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
