record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,source_file,package_session,phase_hint,phase_basis
plants.env,2026-06-30T19:52:19.931Z,2026-06-30 14:52:19.931,10001,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4170000,AS7263,as7263,breadboard_near_esp32,nir_730,322,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:52:20.015Z,2026-06-30 14:52:20.015,10002,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4170000,AS7263,as7263,breadboard_near_esp32,nir_760,774,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:52:20.094Z,2026-06-30 14:52:20.094,10003,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4170000,AS7263,as7263,breadboard_near_esp32,nir_810,1880,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:52:20.174Z,2026-06-30 14:52:20.174,10004,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4170000,AS7263,as7263,breadboard_near_esp32,nir_860,2190,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T19:52:20.251Z,2026-06-30 14:52:20.251,10005,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4170641,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3161,,,OK,,,,,level=air-dry;role=diag;spread=55;gpio=36,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T19:52:20.327Z,2026-06-30 14:52:20.327,10006,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4170641,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3176,,,OK,,,,,level=air-dry;role=diag;spread=21;gpio=39,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T19:52:20.403Z,2026-06-30 14:52:20.403,10007,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4170641,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3196,,,OK,,,,,level=air-dry;role=diag;spread=30;gpio=34,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T19:52:20.479Z,2026-06-30 14:52:20.479,10008,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4170641,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3133,,,OK,,,,,level=air-dry;role=diag;spread=35;gpio=35,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:52:24.571Z,2026-06-30 14:52:24.571,10009,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4175000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27518,28.48,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:52:24.635Z,2026-06-30 14:52:24.635,10010,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4175000,SHT45,sht45,breadboard_near_esp32,ambient_rh,28599,48.55,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T19:52:24.777Z,2026-06-30 14:52:24.777,10011,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,4175000,AS7263,as7263,breadboard_near_esp32,nir_610,677,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
