record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,source_file,package_session,phase_hint,phase_basis
plants.env,2026-06-30T20:44:25.068Z,2026-06-30 15:44:25.068,17501,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7295000,AS7263,as7263,breadboard_near_esp32,nir_730,325,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:25.148Z,2026-06-30 15:44:25.148,17502,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7295000,AS7263,as7263,breadboard_near_esp32,nir_760,670,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:25.224Z,2026-06-30 15:44:25.224,17503,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7295000,AS7263,as7263,breadboard_near_esp32,nir_810,1386,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:25.303Z,2026-06-30 15:44:25.303,17504,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7295000,AS7263,as7263,breadboard_near_esp32,nir_860,1593,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:44:25.384Z,2026-06-30 15:44:25.384,17505,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7295641,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3170,,,OK,,,,,level=air-dry;role=diag;spread=67;gpio=36,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:44:25.452Z,2026-06-30 15:44:25.452,17506,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7295641,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3181,,,OK,,,,,level=air-dry;role=diag;spread=26;gpio=39,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:44:25.535Z,2026-06-30 15:44:25.535,17507,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7295641,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3196,,,OK,,,,,level=air-dry;role=diag;spread=27;gpio=34,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:44:25.602Z,2026-06-30 15:44:25.602,17508,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7295641,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3133,,,OK,,,,,level=air-dry;role=diag;spread=42;gpio=35,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:29.702Z,2026-06-30 15:44:29.702,17509,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27564,28.60,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:29.777Z,2026-06-30 15:44:29.777,17510,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300000,SHT45,sht45,breadboard_near_esp32,ambient_rh,28809,48.95,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:29.900Z,2026-06-30 15:44:29.900,17511,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300000,AS7263,as7263,breadboard_near_esp32,nir_610,588,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:29.990Z,2026-06-30 15:44:29.990,17512,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300000,AS7263,as7263,breadboard_near_esp32,nir_680,1301,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:30.070Z,2026-06-30 15:44:30.070,17513,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300000,AS7263,as7263,breadboard_near_esp32,nir_730,325,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:30.138Z,2026-06-30 15:44:30.138,17514,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300000,AS7263,as7263,breadboard_near_esp32,nir_760,670,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:30.221Z,2026-06-30 15:44:30.221,17515,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300000,AS7263,as7263,breadboard_near_esp32,nir_810,1387,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:30.305Z,2026-06-30 15:44:30.305,17516,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300000,AS7263,as7263,breadboard_near_esp32,nir_860,1593,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:44:30.387Z,2026-06-30 15:44:30.387,17517,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300641,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3164,,,OK,,,,,level=air-dry;role=diag;spread=57;gpio=36,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:44:30.455Z,2026-06-30 15:44:30.455,17518,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300641,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3179,,,OK,,,,,level=air-dry;role=diag;spread=22;gpio=39,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:44:30.538Z,2026-06-30 15:44:30.538,17519,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300641,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3198,,,OK,,,,,level=air-dry;role=diag;spread=29;gpio=34,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.soil,2026-06-30T20:44:30.607Z,2026-06-30 15:44:30.607,17520,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7300641,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3132,,,OK,,,,,level=air-dry;role=diag;spread=48;gpio=35,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:34.708Z,2026-06-30 15:44:34.708,17521,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7305000,SHT45,sht45,breadboard_near_esp32,ambient_temp,27558,28.59,degC,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:34.783Z,2026-06-30 15:44:34.783,17522,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7305000,SHT45,sht45,breadboard_near_esp32,ambient_rh,28798,48.93,pctRH,OK,,,,,mount=breadboard_near_esp32,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:34.913Z,2026-06-30 15:44:34.913,17523,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7305000,AS7263,as7263,breadboard_near_esp32,nir_610,592,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:34.993Z,2026-06-30 15:44:34.993,17524,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7305000,AS7263,as7263,breadboard_near_esp32,nir_680,1304,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:35.072Z,2026-06-30 15:44:35.072,17525,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7305000,AS7263,as7263,breadboard_near_esp32,nir_730,325,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:35.152Z,2026-06-30 15:44:35.152,17526,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7305000,AS7263,as7263,breadboard_near_esp32,nir_760,671,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
plants.env,2026-06-30T20:44:35.231Z,2026-06-30 15:44:35.231,17527,58bd40,Sprout ESP32,0.7.0,plants_logger_0_4,7305000,AS7263,as7263,breadboard_near_esp32,nir_810,1389,,,OK,,,,,gain=64;itime_ms=140;aim=skylight_beam;not_canopy,,logs/Sprout ESP32_20260630_184254.csv,58bd40,post_sun_continuous_air_dry_baseline,after major AS7263 drop
