# log_start_utc=2026-07-01T18:42:08.956Z  tz_offset=-05:00  logger=plants_logger_0_4  schema_version=1
# boot plants controller fw=0.7.0 - schema v1, 4 soil sensors, supervisor-driven (autonomous dosing DISARMED; manual !water; fail-safe OFF)
# plants telemetry  schema_version=1  contract=docs/TELEMETRY_SCHEMA.md@v1
# fw=0.7.0  git=156ca68  built=Jul  1 2026 12:04:55  run=4probe-coloc-origplant
# device_id=Sprout ESP32 (default)  chip=ESP32-D0WD-V3  adc=ADC1,12bit,11dB,eFuseCal=off
# board: esp32-classic  wifi=yes  channels=4  adc=12bit  storage=nvs  tier0=monitor(untethered-ready)
# session_id=0565c0  cadence_ms=5000  cadence_src=nvs
# sensors: ch0=GPIO36/s3@origplant ch1=GPIO39/s4@origplant ch2=GPIO34/s1@origplant ch3=GPIO35/s2@origplant  (model=UMLIFE_v2_TLC555)
# health: ch0=OK ch1=OK ch2=OK ch3=OK  (NO_SIGNAL/SUSPECT = probe fault; supervisor won't water it, latch x3)
# cal bounds(dry>wet): 3050 2140 1830 1520 1150 1050
# cfg: smp=100 trim=15 db=60 confirm_ms=3000/3000/2000 spr=250 discard=4
# safety: fail-safe OFF (4ch CW-022 active-low, off=HIGH)  task-wdt=8000ms  dose<=5000ms  autonomous=disarmed (!auto,on arms; !water=manual dose)
# env(bench): SHT45 ambient_temp/rh + AS7263 NIR(610-860nm) on I2C SDA21/SCL22 - breadboard_near_esp32, CONTEXT not plant-truth
# env cfg: AS7263 gain=16x itime=140ms I2C=100kHz - FIXED, no auto-range (#416); logged per row + here
# device_cols: record_type,session_id,device_id,fw,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,payload
# authoritative: raw_value (ADC counts) + band (payload 'level'); value/unit are NULL - reserved for a future calibrated VWC, never an uncalibrated %.
# irrig ev=probe_not_in_soil ch=0 level=air-dry raw=3197 spread=25 t=2115
# irrig ev=probe_not_in_soil ch=1 level=air-dry raw=3198 spread=29 t=2115
record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes
plants.soil,2026-07-01T18:42:08.956Z,2026-07-01 13:42:08.956,1,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5000,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3197,,,OK,,,,,level=air-dry;role=diag;spread=8;gpio=36,
plants.soil,2026-07-01T18:42:09.707Z,2026-07-01 13:42:09.707,2,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5000,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3198,,,OK,,,,,level=air-dry;role=diag;spread=28;gpio=39,
plants.soil,2026-07-01T18:42:09.710Z,2026-07-01 13:42:09.710,3,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5000,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,1198,,,OK,,,,,level=well watered;role=disp;spread=27;gpio=34,
plants.soil,2026-07-01T18:42:09.710Z,2026-07-01 13:42:09.710,4,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5000,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,2227,,,OK,,,,,level=dry;role=disp;spread=73;gpio=35,
plants.env,2026-07-01T18:42:09.712Z,2026-07-01 13:42:09.712,5,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5266,SHT45,sht45,breadboard_near_esp32,ambient_temp,27554,28.58,degC,OK,,,,,mount=breadboard_near_esp32,
plants.env,2026-07-01T18:42:09.712Z,2026-07-01 13:42:09.712,6,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5266,SHT45,sht45,breadboard_near_esp32,ambient_rh,27950,47.31,pctRH,OK,,,,,mount=breadboard_near_esp32,
plants.env,2026-07-01T18:42:09.714Z,2026-07-01 13:42:09.714,7,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5266,AS7263,as7263,breadboard_near_esp32,nir_610,27,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:09.714Z,2026-07-01 13:42:09.714,8,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5266,AS7263,as7263,breadboard_near_esp32,nir_680,51,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:09.716Z,2026-07-01 13:42:09.716,9,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5266,AS7263,as7263,breadboard_near_esp32,nir_730,82,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:09.716Z,2026-07-01 13:42:09.716,10,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5266,AS7263,as7263,breadboard_near_esp32,nir_760,98,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:09.745Z,2026-07-01 13:42:09.745,11,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5266,AS7263,as7263,breadboard_near_esp32,nir_810,106,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:09.823Z,2026-07-01 13:42:09.823,12,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,5266,AS7263,as7263,breadboard_near_esp32,nir_860,129,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.soil,2026-07-01T18:42:13.957Z,2026-07-01 13:42:13.957,13,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10000,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3191,,,OK,,,,,level=air-dry;role=diag;spread=16;gpio=36,
plants.soil,2026-07-01T18:42:14.028Z,2026-07-01 13:42:14.028,14,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10000,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3201,,,OK,,,,,level=air-dry;role=diag;spread=18;gpio=39,
plants.soil,2026-07-01T18:42:14.109Z,2026-07-01 13:42:14.109,15,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10000,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,1202,,,OK,,,,,level=well watered;role=disp;spread=21;gpio=34,
plants.soil,2026-07-01T18:42:14.177Z,2026-07-01 13:42:14.177,16,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10000,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,2238,,,OK,,,,,level=dry;role=disp;spread=40;gpio=35,
plants.env,2026-07-01T18:42:14.257Z,2026-07-01 13:42:14.257,17,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10266,SHT45,sht45,breadboard_near_esp32,ambient_temp,27561,28.60,degC,OK,,,,,mount=breadboard_near_esp32,
plants.env,2026-07-01T18:42:14.328Z,2026-07-01 13:42:14.328,18,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10266,SHT45,sht45,breadboard_near_esp32,ambient_rh,27816,47.06,pctRH,OK,,,,,mount=breadboard_near_esp32,
plants.env,2026-07-01T18:42:14.438Z,2026-07-01 13:42:14.438,19,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10266,AS7263,as7263,breadboard_near_esp32,nir_610,27,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:14.505Z,2026-07-01 13:42:14.505,20,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10266,AS7263,as7263,breadboard_near_esp32,nir_680,51,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:14.588Z,2026-07-01 13:42:14.588,21,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10266,AS7263,as7263,breadboard_near_esp32,nir_730,80,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:14.672Z,2026-07-01 13:42:14.672,22,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10266,AS7263,as7263,breadboard_near_esp32,nir_760,96,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:14.738Z,2026-07-01 13:42:14.738,23,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10266,AS7263,as7263,breadboard_near_esp32,nir_810,103,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
plants.env,2026-07-01T18:42:14.822Z,2026-07-01 13:42:14.822,24,0565c0,Sprout ESP32,0.7.0,plants_logger_0_4,10266,AS7263,as7263,breadboard_near_esp32,nir_860,126,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,
