# plant=p11 Corn-plant (mini) sensor=s1 ip=192.168.68.87 dose_ml=118.0
ts_utc,device_seq,raw,band
2026-07-07T02:23:41+00:00,24414,2012,needs water
2026-07-07T02:24:12+00:00,24418,2041,needs water
2026-07-07T02:24:43+00:00,24422,2045,needs water
2026-07-07T02:25:13+00:00,24426,1455,needs water
2026-07-07T02:25:44+00:00,24430,1466,well watered
2026-07-07T02:26:15+00:00,24434,1462,well watered
2026-07-07T02:26:45+00:00,24438,1437,well watered
2026-07-07T02:27:16+00:00,24442,1459,well watered
2026-07-07T02:27:46+00:00,24446,1450,well watered
