# plant=p10 Pothos (office) sensor=s1 ip=192.168.68.85 dose_ml=118.0
ts_utc,device_seq,raw,band
2026-07-07T02:19:44+00:00,24250,2446,dry
2026-07-07T02:19:54+00:00,24254,2446,dry
2026-07-07T02:20:20+00:00,24258,1400,dry
2026-07-07T02:20:50+00:00,24262,1569,dry
2026-07-07T02:21:21+00:00,24266,1652,OK
2026-07-07T02:21:51+00:00,24270,1694,OK
2026-07-07T02:22:21+00:00,24274,1714,OK
2026-07-07T02:22:52+00:00,24278,1734,OK
