# plants telemetry experiment - schema_version=2 mode=experiment experiment_id=20260701_210013_p11_48h_4probe_check subject=p11_48h_4probe_check sample_rate_s=1.0 logger=experiment_capture_0_1
# fw=0.7.0 - schema v1, 4 soil sensors, supervisor-driven (autonomous dosing DISARMED; manual !water; fail-safe OFF)
# log_start_utc=2026-07-01T21:00:16.248Z tz_offset=-05:00 mode=experiment - isolated experiment capture; NOT a monitor log (never stitch into the baseline)
record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes,mode,subject,experiment_id,sample_rate_s,label
plants.soil,2026-07-01T21:00:19.046Z,2026-07-01 16:00:19.046,27,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,4740,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3173,,,OK,,,,,level=air-dry;role=diag;spread=65;gpio=34;device_seq=10;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s1
plants.soil,2026-07-01T21:00:19.150Z,2026-07-01 16:00:19.150,28,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,4740,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3131,,,OK,,,,,level=air-dry;role=diag;spread=32;gpio=35;device_seq=11;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s2
plants.env,2026-07-01T21:00:19.213Z,2026-07-01 16:00:19.213,29,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5129,SHT45,sht45,breadboard_near_esp32,ambient_temp,27528,28.51,degC,OK,,,,,mount=breadboard_near_esp32,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,sht45
plants.env,2026-07-01T21:00:19.283Z,2026-07-01 16:00:19.283,30,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5129,SHT45,sht45,breadboard_near_esp32,ambient_rh,27518,46.49,pctRH,OK,,,,,mount=breadboard_near_esp32,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,sht45
plants.env,2026-07-01T21:00:19.416Z,2026-07-01 16:00:19.416,31,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5129,AS7263,as7263,breadboard_near_esp32,nir_610,16,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:19.498Z,2026-07-01 16:00:19.498,32,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5129,AS7263,as7263,breadboard_near_esp32,nir_680,191,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:19.576Z,2026-07-01 16:00:19.576,33,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5129,AS7263,as7263,breadboard_near_esp32,nir_730,12,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:19.645Z,2026-07-01 16:00:19.645,34,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5129,AS7263,as7263,breadboard_near_esp32,nir_760,45,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:19.723Z,2026-07-01 16:00:19.723,35,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5129,AS7263,as7263,breadboard_near_esp32,nir_810,53,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:19.805Z,2026-07-01 16:00:19.805,36,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5129,AS7263,as7263,breadboard_near_esp32,nir_860,109,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.soil,2026-07-01T21:00:20.051Z,2026-07-01 16:00:20.051,37,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5931,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3056,,,OK,,,,,level=air-dry;role=diag;spread=46;gpio=36;device_seq=12;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s3
plants.soil,2026-07-01T21:00:20.151Z,2026-07-01 16:00:20.151,38,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5931,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3180,,,OK,,,,,level=air-dry;role=diag;spread=50;gpio=39;device_seq=13;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s4
plants.soil,2026-07-01T21:00:20.252Z,2026-07-01 16:00:20.252,39,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5931,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3198,,,OK,,,,,level=air-dry;role=diag;spread=40;gpio=34;device_seq=14;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s1
plants.soil,2026-07-01T21:00:20.335Z,2026-07-01 16:00:20.335,40,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,5931,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3133,,,OK,,,,,level=air-dry;role=diag;spread=35;gpio=35;device_seq=15;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s2
plants.env,2026-07-01T21:00:20.417Z,2026-07-01 16:00:20.417,41,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,6320,SHT45,sht45,breadboard_near_esp32,ambient_temp,27527,28.51,degC,OK,,,,,mount=breadboard_near_esp32,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,sht45
plants.env,2026-07-01T21:00:20.493Z,2026-07-01 16:00:20.493,42,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,6320,SHT45,sht45,breadboard_near_esp32,ambient_rh,27501,46.45,pctRH,OK,,,,,mount=breadboard_near_esp32,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,sht45
plants.env,2026-07-01T21:00:20.601Z,2026-07-01 16:00:20.601,43,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,6320,AS7263,as7263,breadboard_near_esp32,nir_610,18,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:20.682Z,2026-07-01 16:00:20.682,44,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,6320,AS7263,as7263,breadboard_near_esp32,nir_680,252,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:20.768Z,2026-07-01 16:00:20.768,45,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,6320,AS7263,as7263,breadboard_near_esp32,nir_730,14,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:20.838Z,2026-07-01 16:00:20.838,46,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,6320,AS7263,as7263,breadboard_near_esp32,nir_760,53,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:20.922Z,2026-07-01 16:00:20.922,47,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,6320,AS7263,as7263,breadboard_near_esp32,nir_810,57,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:20.999Z,2026-07-01 16:00:20.999,48,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,6320,AS7263,as7263,breadboard_near_esp32,nir_860,164,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.soil,2026-07-01T21:00:21.252Z,2026-07-01 16:00:21.252,49,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7126,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3183,,,OK,,,,,level=air-dry;role=diag;spread=22;gpio=36;device_seq=16;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s3
plants.soil,2026-07-01T21:00:21.346Z,2026-07-01 16:00:21.346,50,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7126,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3177,,,OK,,,,,level=air-dry;role=diag;spread=46;gpio=39;device_seq=17;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s4
plants.soil,2026-07-01T21:00:21.438Z,2026-07-01 16:00:21.438,51,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7126,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3198,,,OK,,,,,level=air-dry;role=diag;spread=40;gpio=34;device_seq=18;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s1
plants.soil,2026-07-01T21:00:21.534Z,2026-07-01 16:00:21.534,52,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7126,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3137,,,OK,,,,,level=air-dry;role=diag;spread=26;gpio=35;device_seq=19;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s2
plants.env,2026-07-01T21:00:21.597Z,2026-07-01 16:00:21.597,53,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7515,SHT45,sht45,breadboard_near_esp32,ambient_temp,27520,28.49,degC,OK,,,,,mount=breadboard_near_esp32,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,sht45
plants.env,2026-07-01T21:00:21.675Z,2026-07-01 16:00:21.675,54,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7515,SHT45,sht45,breadboard_near_esp32,ambient_rh,27514,46.48,pctRH,OK,,,,,mount=breadboard_near_esp32,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,sht45
plants.env,2026-07-01T21:00:21.801Z,2026-07-01 16:00:21.801,55,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7515,AS7263,as7263,breadboard_near_esp32,nir_610,17,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:21.885Z,2026-07-01 16:00:21.885,56,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7515,AS7263,as7263,breadboard_near_esp32,nir_680,220,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:21.963Z,2026-07-01 16:00:21.963,57,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7515,AS7263,as7263,breadboard_near_esp32,nir_730,13,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:22.034Z,2026-07-01 16:00:22.034,58,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7515,AS7263,as7263,breadboard_near_esp32,nir_760,51,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:22.117Z,2026-07-01 16:00:22.117,59,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7515,AS7263,as7263,breadboard_near_esp32,nir_810,56,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:22.184Z,2026-07-01 16:00:22.184,60,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,7515,AS7263,as7263,breadboard_near_esp32,nir_860,148,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.soil,2026-07-01T21:00:22.446Z,2026-07-01 16:00:22.446,61,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,8317,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3188,,,OK,,,,,level=air-dry;role=diag;spread=21;gpio=36;device_seq=20;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s3
plants.soil,2026-07-01T21:00:22.541Z,2026-07-01 16:00:22.541,62,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,8317,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,3183,,,OK,,,,,level=air-dry;role=diag;spread=44;gpio=39;device_seq=21;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s4
plants.soil,2026-07-01T21:00:22.635Z,2026-07-01 16:00:22.635,63,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,8317,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,3202,,,OK,,,,,level=air-dry;role=diag;spread=45;gpio=34;device_seq=22;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s1
plants.soil,2026-07-01T21:00:22.733Z,2026-07-01 16:00:22.733,64,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,8317,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,3141,,,OK,,,,,level=air-dry;role=diag;spread=32;gpio=35;device_seq=23;time_source=device_uptime,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,P11 s2
plants.env,2026-07-01T21:00:22.806Z,2026-07-01 16:00:22.806,65,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,8706,SHT45,sht45,breadboard_near_esp32,ambient_temp,27529,28.51,degC,OK,,,,,mount=breadboard_near_esp32,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,sht45
plants.env,2026-07-01T21:00:22.874Z,2026-07-01 16:00:22.874,66,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,8706,SHT45,sht45,breadboard_near_esp32,ambient_rh,27504,46.46,pctRH,OK,,,,,mount=breadboard_near_esp32,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,sht45
plants.env,2026-07-01T21:00:22.998Z,2026-07-01 16:00:22.998,67,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,8706,AS7263,as7263,breadboard_near_esp32,nir_610,17,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
plants.env,2026-07-01T21:00:23.067Z,2026-07-01 16:00:23.067,68,d4e246,Sprout ESP32,0.7.0,experiment_capture_0_1,8706,AS7263,as7263,breadboard_near_esp32,nir_680,250,,,OK,,,,,gain=16;itime_ms=140;aim=skylight_beam;not_canopy,,experiment,p11_48h_4probe_check,20260701_210013_p11_48h_4probe_check,1.0,as7263
