# log_start_utc=2026-07-07T01:13:22.626Z  tz_offset=-05:00  logger=fleet_logger_0_1  schema_version=1
# transport=wifi_poll  poll_cadence_s=30  logger=fleet_logger_0_1
# collected-while-host-runs: devices serve latest-reading-only; a host outage is a data gap, never backfilled (#582)
record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes
plants.soil,2026-07-07T01:13:22.626Z,2026-07-06 20:13:22.626,1,910015,n3jhsp,0.7.0,fleet_logger_0_1,1020003,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,3,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=272;gpio=1;device_seq=132;time_source=device_synced;device_timestamp_utc=2026-07-07T01:13:05.872Z;config_id=35a02d00;fault=dead_adc;rssi=-38;uptime_s=1020;heap=150064*;transport=wifi_poll,
plants.soil,2026-07-07T01:13:22.626Z,2026-07-06 20:13:22.626,2,910015,n3jhsp,0.7.0,fleet_logger_0_1,1020003,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,0,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=238;gpio=4;device_seq=133;time_source=device_synced;device_timestamp_utc=2026-07-07T01:13:05.872Z;config_id=35a02d00;fault=dead_adc;rssi=-38;uptime_s=1020;heap=150064*;transport=wifi_poll,
plants.soil,2026-07-07T01:13:22.626Z,2026-07-06 20:13:22.626,3,910015,n3jhsp,0.7.0,fleet_logger_0_1,1020003,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,0,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=169;gpio=5;device_seq=134;time_source=device_synced;device_timestamp_utc=2026-07-07T01:13:05.872Z;config_id=35a02d00;fault=dead_adc;rssi=-38;uptime_s=1020;heap=150064*;transport=wifi_poll,
plants.soil,2026-07-07T01:13:22.626Z,2026-07-06 20:13:22.626,4,910015,n3jhsp,0.7.0,fleet_logger_0_1,1020003,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,0,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=276;gpio=6;device_seq=135;time_source=device_synced;device_timestamp_utc=2026-07-07T01:13:05.872Z;config_id=35a02d00;fault=dead_adc;rssi=-38;uptime_s=1020;heap=150064*;transport=wifi_poll,
plants.env,2026-07-07T01:13:22.626Z,2026-07-06 20:13:22.626,5,910015,n3jhsp,0.7.0,fleet_logger_0_1,1020620,ESP32,esp32_die,on_chip,die_temp,,29.20,degC,OK,,,,,name=Sprout ESP32;source=esp32_die;cal=uncalibrated_board_proxy;api=temperatureRead;config_id=35a02d00;transport=wifi_poll,
plants.soil,2026-07-07T01:13:58.985Z,2026-07-06 20:13:58.985,6,910015,n3jhsp,0.7.0,fleet_logger_0_1,1050003,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,1,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=282;gpio=1;device_seq=136;time_source=device_synced;device_timestamp_utc=2026-07-07T01:13:35.872Z;config_id=35a02d00;fault=dead_adc;rssi=-32;uptime_s=1050;heap=149856*;transport=wifi_poll,
plants.soil,2026-07-07T01:13:58.985Z,2026-07-06 20:13:58.985,7,910015,n3jhsp,0.7.0,fleet_logger_0_1,1050003,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,0,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=256;gpio=4;device_seq=137;time_source=device_synced;device_timestamp_utc=2026-07-07T01:13:35.872Z;config_id=35a02d00;fault=dead_adc;rssi=-32;uptime_s=1050;heap=149856*;transport=wifi_poll,
plants.soil,2026-07-07T01:13:58.985Z,2026-07-06 20:13:58.985,8,910015,n3jhsp,0.7.0,fleet_logger_0_1,1050003,UMLIFE_v2_TLC555,s1,origplant,soil_moisture,0,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=178;gpio=5;device_seq=138;time_source=device_synced;device_timestamp_utc=2026-07-07T01:13:35.872Z;config_id=35a02d00;fault=dead_adc;rssi=-32;uptime_s=1050;heap=149856*;transport=wifi_poll,
plants.soil,2026-07-07T01:13:58.985Z,2026-07-06 20:13:58.985,9,910015,n3jhsp,0.7.0,fleet_logger_0_1,1050003,UMLIFE_v2_TLC555,s2,origplant,soil_moisture,0,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=279;gpio=6;device_seq=139;time_source=device_synced;device_timestamp_utc=2026-07-07T01:13:35.872Z;config_id=35a02d00;fault=dead_adc;rssi=-32;uptime_s=1050;heap=149856*;transport=wifi_poll,
plants.env,2026-07-07T01:13:58.985Z,2026-07-06 20:13:58.985,10,910015,n3jhsp,0.7.0,fleet_logger_0_1,1050620,ESP32,esp32_die,on_chip,die_temp,,29.20,degC,OK,,,,,name=Sprout ESP32;source=esp32_die;cal=uncalibrated_board_proxy;api=temperatureRead;config_id=35a02d00;transport=wifi_poll,
plants.soil,2026-07-07T01:14:34.311Z,2026-07-06 20:14:34.311,11,910015,n3jhsp,0.7.0,fleet_logger_0_1,1080003,UMLIFE_v2_TLC555,s3,origplant,soil_moisture,1,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=275;gpio=1;device_seq=140;time_source=device_synced;device_timestamp_utc=2026-07-07T01:14:05.872Z;config_id=35a02d00;fault=dead_adc;rssi=-31;uptime_s=1080;heap=149340*;transport=wifi_poll,
plants.soil,2026-07-07T01:14:34.311Z,2026-07-06 20:14:34.311,12,910015,n3jhsp,0.7.0,fleet_logger_0_1,1080003,UMLIFE_v2_TLC555,s4,origplant,soil_moisture,0,,,SENSOR_FAULT,,,,,name=Sprout ESP32;level=submerged;role=diag;spread=245;gpio=4;device_seq=141;time_source=device_synced;device_timestamp_utc=2026-07-07T01:14:05.872Z;config_id=35a02d00;fault=dead_adc;rssi=-31;uptime_s=1080;heap=149340*;transport=wifi_poll,
