# log_start_utc=2026-07-27T00:00:06.687Z  tz_offset=-05:00  logger=fleet_logger_0_1  schema_version=1
# transport=wifi_poll  poll_cadence_s=30  logger=fleet_logger_0_1
# collected-while-host-runs: devices serve latest-reading-only; a host outage is a data gap, never backfilled (#582)
record_type,timestamp_utc,timestamp_local,sample_id,session_id,device_id,firmware_version,logger_version,millis_ms,sensor_model,sensor_id,sensor_position,channel,raw_value,value,unit,quality_flag,temp_context_c,rh_context_pct,pressure_context_hpa,event_id,payload,notes
plants.soil,2026-07-27T17:20:34.651Z,2026-07-27 12:20:34.651,14886,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529680033,UMLIFE_v2_TLC555,ch0,origplant,soil_moisture,1219,,,OK,,,987.0,,name=c5off1;level=overwatered;role=disp;spread=6;gpio=1;device_seq=70620;time_source=device_synced;device_timestamp_utc=2026-07-27T17:20:32.112Z;config_id=170b1c1e;rssi=-58;uptime_s=529680;heap=152400;cal_tier=board-cal;cal_src=wet_rederive_1236_20260719;pressure_context_source=weather_openmeteo;transport=wifi_poll,
plants.soil,2026-07-27T17:20:34.651Z,2026-07-27 12:20:34.651,14887,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529680033,UMLIFE_v2_TLC555,ch1,origplant,soil_moisture,1335,,,OK,,,987.0,,name=c5off1;level=well watered;role=disp;spread=7;gpio=4;device_seq=70621;time_source=device_synced;device_timestamp_utc=2026-07-27T17:20:32.112Z;config_id=170b1c1e;rssi=-58;uptime_s=529680;heap=152400;cal_tier=board-cal;cal_src=wet_rederive_1236_20260719;pressure_context_source=weather_openmeteo;transport=wifi_poll,
plants.soil,2026-07-27T17:20:34.651Z,2026-07-27 12:20:34.651,14888,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529680033,UMLIFE_v2_TLC555,ch2,origplant,soil_moisture,1113,,,OK,,,987.0,,name=c5off1;level=overwatered;role=disp;spread=21;gpio=5;device_seq=70622;time_source=device_synced;device_timestamp_utc=2026-07-27T17:20:32.112Z;config_id=170b1c1e;rssi=-58;uptime_s=529680;heap=152400;cal_tier=board-cal;cal_src=wet_rederive_1236_20260719;pressure_context_source=weather_openmeteo;transport=wifi_poll,
plants.soil,2026-07-27T17:20:34.651Z,2026-07-27 12:20:34.651,14889,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529680033,UMLIFE_v2_TLC555,ch3,origplant,soil_moisture,1592,,,OK,,,987.0,,name=c5off1;level=OK;role=disp;spread=15;gpio=6;device_seq=70623;time_source=device_synced;device_timestamp_utc=2026-07-27T17:20:32.112Z;config_id=170b1c1e;rssi=-58;uptime_s=529680;heap=152400;cal_tier=board-cal;cal_src=wet_rederive_1236_20260719;pressure_context_source=weather_openmeteo;transport=wifi_poll,
plants.env,2026-07-27T17:20:34.651Z,2026-07-27 12:20:34.651,14890,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529680717,ESP32,esp32_die,on_chip,die_temp,,25.70,degC,OK,,,,,name=c5off1;source=esp32_die;cal=uncalibrated_board_proxy;api=temperatureRead;config_id=170b1c1e;transport=wifi_poll,
plants.soil,2026-07-27T17:21:04.839Z,2026-07-27 12:21:04.839,14891,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529710033,UMLIFE_v2_TLC555,ch0,origplant,soil_moisture,1221,,,OK,,,987.0,,name=c5off1;level=overwatered;role=disp;spread=6;gpio=1;device_seq=70624;time_source=device_synced;device_timestamp_utc=2026-07-27T17:21:02.112Z;config_id=170b1c1e;rssi=-52;uptime_s=529710;heap=152400;cal_tier=board-cal;cal_src=wet_rederive_1236_20260719;pressure_context_source=weather_openmeteo;transport=wifi_poll,
plants.soil,2026-07-27T17:21:04.839Z,2026-07-27 12:21:04.839,14892,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529710033,UMLIFE_v2_TLC555,ch1,origplant,soil_moisture,1337,,,OK,,,987.0,,name=c5off1;level=well watered;role=disp;spread=11;gpio=4;device_seq=70625;time_source=device_synced;device_timestamp_utc=2026-07-27T17:21:02.112Z;config_id=170b1c1e;rssi=-52;uptime_s=529710;heap=152400;cal_tier=board-cal;cal_src=wet_rederive_1236_20260719;pressure_context_source=weather_openmeteo;transport=wifi_poll,
plants.soil,2026-07-27T17:21:04.839Z,2026-07-27 12:21:04.839,14893,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529710033,UMLIFE_v2_TLC555,ch2,origplant,soil_moisture,1111,,,OK,,,987.0,,name=c5off1;level=overwatered;role=disp;spread=14;gpio=5;device_seq=70626;time_source=device_synced;device_timestamp_utc=2026-07-27T17:21:02.112Z;config_id=170b1c1e;rssi=-52;uptime_s=529710;heap=152400;cal_tier=board-cal;cal_src=wet_rederive_1236_20260719;pressure_context_source=weather_openmeteo;transport=wifi_poll,
plants.soil,2026-07-27T17:21:04.839Z,2026-07-27 12:21:04.839,14894,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529710033,UMLIFE_v2_TLC555,ch3,origplant,soil_moisture,1596,,,OK,,,987.0,,name=c5off1;level=OK;role=disp;spread=18;gpio=6;device_seq=70627;time_source=device_synced;device_timestamp_utc=2026-07-27T17:21:02.112Z;config_id=170b1c1e;rssi=-52;uptime_s=529710;heap=152400;cal_tier=board-cal;cal_src=wet_rederive_1236_20260719;pressure_context_source=weather_openmeteo;transport=wifi_poll,
plants.env,2026-07-27T17:21:04.839Z,2026-07-27 12:21:04.839,14895,2a89d4,8gtt1h,0.7.3,fleet_logger_0_1,529710717,ESP32,esp32_die,on_chip,die_temp,,25.70,degC,OK,,,,,name=c5off1;source=esp32_die;cal=uncalibrated_board_proxy;api=temperatureRead;config_id=170b1c1e;transport=wifi_poll,
